"location","target_end_date","target","output_type","output_type_id","oracle_value"
"HHS Region 5",2004-05-22,"ili perc","quantile",NA,0.563980922001566
"HHS Region 5",2004-05-29,"ili perc","quantile",NA,0.556891692549424
"HHS Region 5",2004-06-05,"ili perc","quantile",NA,0.596609476823409
"HHS Region 5",2004-06-12,"ili perc","quantile",NA,0.762225271574327
"HHS Region 5",2004-06-19,"ili perc","quantile",NA,0.56473917319374
"HHS Region 5",2004-06-26,"ili perc","quantile",NA,0.477746552820799
"HHS Region 5",2004-07-03,"ili perc","quantile",NA,0.462448459621329
"HHS Region 5",2004-07-10,"ili perc","quantile",NA,0.483832997583863
"HHS Region 5",2004-07-17,"ili perc","quantile",NA,0.453569970155166
"HHS Region 5",2004-07-24,"ili perc","quantile",NA,0.433274542666373
"HHS Region 5",2004-07-31,"ili perc","quantile",NA,0.472397702056301
"HHS Region 5",2004-08-07,"ili perc","quantile",NA,0.17749238404431
"HHS Region 5",2004-08-14,"ili perc","quantile",NA,0.475732042355818
"HHS Region 5",2004-08-21,"ili perc","quantile",NA,0.484001201202443
"HHS Region 5",2004-08-28,"ili perc","quantile",NA,0.679125243409275
"HHS Region 5",2004-09-04,"ili perc","quantile",NA,0.514561522553175
"HHS Region 5",2004-09-11,"ili perc","quantile",NA,0.561086150094843
"HHS Region 5",2004-09-18,"ili perc","quantile",NA,0.579311903068725
"HHS Region 5",2004-09-25,"ili perc","quantile",NA,0.585121816549118
"HHS Region 5",2004-10-02,"ili perc","quantile",NA,0.556880674653646
"HHS Region 5",2004-10-09,"ili perc","quantile",NA,0.819210819778615
"HHS Region 5",2004-10-16,"ili perc","quantile",NA,1.01795661210651
"HHS Region 5",2004-10-23,"ili perc","quantile",NA,0.996033478985427
"HHS Region 5",2004-10-30,"ili perc","quantile",NA,1.03063227615278
"HHS Region 5",2004-11-06,"ili perc","quantile",NA,1.11130713754353
"HHS Region 5",2004-11-13,"ili perc","quantile",NA,1.16083090258313
"HHS Region 5",2004-11-20,"ili perc","quantile",NA,1.21989247144578
"HHS Region 5",2004-11-27,"ili perc","quantile",NA,1.46288123935863
"HHS Region 5",2004-12-04,"ili perc","quantile",NA,1.23245896378682
"HHS Region 5",2004-12-11,"ili perc","quantile",NA,1.18572042640326
"HHS Region 5",2004-12-18,"ili perc","quantile",NA,1.28482700869381
"HHS Region 5",2004-12-25,"ili perc","quantile",NA,1.58558959510941
"HHS Region 5",2005-01-01,"ili perc","quantile",NA,2.11493180363772
"HHS Region 5",2005-01-08,"ili perc","quantile",NA,2.06526376934355
"HHS Region 5",2005-01-15,"ili perc","quantile",NA,2.24314216959706
"HHS Region 5",2005-01-22,"ili perc","quantile",NA,2.70875134088841
"HHS Region 5",2005-01-29,"ili perc","quantile",NA,3.38851784248786
"HHS Region 5",2005-02-05,"ili perc","quantile",NA,4.6998477666838
"HHS Region 5",2005-02-12,"ili perc","quantile",NA,5.59685190864321
"HHS Region 5",2005-02-19,"ili perc","quantile",NA,6.09529512807031
"HHS Region 5",2005-02-26,"ili perc","quantile",NA,5.17170236140397
"HHS Region 5",2005-03-05,"ili perc","quantile",NA,4.2933966451381
"HHS Region 5",2005-03-12,"ili perc","quantile",NA,3.711737949058
"HHS Region 5",2005-03-19,"ili perc","quantile",NA,3.03462723259836
"HHS Region 5",2005-03-26,"ili perc","quantile",NA,2.5130647289267
"HHS Region 5",2005-04-02,"ili perc","quantile",NA,2.08347787716565
"HHS Region 5",2005-04-09,"ili perc","quantile",NA,1.35728080481992
"HHS Region 5",2005-04-16,"ili perc","quantile",NA,1.22059639858174
"HHS Region 5",2005-04-23,"ili perc","quantile",NA,1.13828372690419
"HHS Region 5",2005-04-30,"ili perc","quantile",NA,0.828352216382059
"HHS Region 5",2005-05-07,"ili perc","quantile",NA,0.752673408401929
"HHS Region 5",2005-05-14,"ili perc","quantile",NA,0.732554789222071
"HHS Region 5",2005-05-21,"ili perc","quantile",NA,0.662591413023035
"HHS Region 5",2005-05-28,"ili perc","quantile",NA,0.731882463237369
"HHS Region 5",2005-06-04,"ili perc","quantile",NA,0.904001813042241
"HHS Region 5",2005-06-11,"ili perc","quantile",NA,0.587867432938038
"HHS Region 5",2005-06-18,"ili perc","quantile",NA,0.638714059867114
"HHS Region 5",2005-06-25,"ili perc","quantile",NA,0.642341863868358
"HHS Region 5",2005-07-02,"ili perc","quantile",NA,0.619755094445898
"HHS Region 5",2005-07-09,"ili perc","quantile",NA,0.769375682010046
"HHS Region 5",2005-07-16,"ili perc","quantile",NA,0.592073171676041
"HHS Region 5",2005-07-23,"ili perc","quantile",NA,0.688869623202031
"HHS Region 5",2005-07-30,"ili perc","quantile",NA,0.5873694945157
"HHS Region 5",2005-08-06,"ili perc","quantile",NA,0.618755411830903
"HHS Region 5",2005-08-13,"ili perc","quantile",NA,0.608838832549738
"HHS Region 5",2005-08-20,"ili perc","quantile",NA,0.571433817762818
"HHS Region 5",2005-08-27,"ili perc","quantile",NA,0.607210249644049
"HHS Region 5",2005-09-03,"ili perc","quantile",NA,0.577878438494286
"HHS Region 5",2005-09-10,"ili perc","quantile",NA,0.538223343156049
"HHS Region 5",2005-09-17,"ili perc","quantile",NA,0.557414345484801
"HHS Region 5",2005-09-24,"ili perc","quantile",NA,0.640659794694343
"HHS Region 5",2005-10-01,"ili perc","quantile",NA,0.648109793488834
"HHS Region 5",2005-10-08,"ili perc","quantile",NA,0.979261551247755
"HHS Region 5",2005-10-15,"ili perc","quantile",NA,1.17839206127485
"HHS Region 5",2005-10-22,"ili perc","quantile",NA,1.31469905461455
"HHS Region 5",2005-10-29,"ili perc","quantile",NA,1.33836437443029
"HHS Region 5",2005-11-05,"ili perc","quantile",NA,1.43754888039572
"HHS Region 5",2005-11-12,"ili perc","quantile",NA,1.34878112062488
"HHS Region 5",2005-11-19,"ili perc","quantile",NA,1.44347447018474
"HHS Region 5",2005-11-26,"ili perc","quantile",NA,1.72334695349301
"HHS Region 5",2005-12-03,"ili perc","quantile",NA,1.6012940194227
"HHS Region 5",2005-12-10,"ili perc","quantile",NA,1.35314933089305
"HHS Region 5",2005-12-17,"ili perc","quantile",NA,1.48577087816105
"HHS Region 5",2005-12-24,"ili perc","quantile",NA,1.89127689616665
"HHS Region 5",2005-12-31,"ili perc","quantile",NA,2.38891704466356
"HHS Region 5",2006-01-07,"ili perc","quantile",NA,2.13341533714104
"HHS Region 5",2006-01-14,"ili perc","quantile",NA,1.8690014396593
"HHS Region 5",2006-01-21,"ili perc","quantile",NA,1.86861039312104
"HHS Region 5",2006-01-28,"ili perc","quantile",NA,2.06378538422051
"HHS Region 5",2006-02-04,"ili perc","quantile",NA,2.12838186460285
"HHS Region 5",2006-02-11,"ili perc","quantile",NA,2.42256049040682
"HHS Region 5",2006-02-18,"ili perc","quantile",NA,2.72993654484904
"HHS Region 5",2006-02-25,"ili perc","quantile",NA,3.06056931942528
"HHS Region 5",2006-03-04,"ili perc","quantile",NA,3.27527122082139
"HHS Region 5",2006-03-11,"ili perc","quantile",NA,3.44251991516215
"HHS Region 5",2006-03-18,"ili perc","quantile",NA,3.07866113450259
"HHS Region 5",2006-03-25,"ili perc","quantile",NA,2.59888399683872
"HHS Region 5",2006-04-01,"ili perc","quantile",NA,2.73214163002
"HHS Region 5",2006-04-08,"ili perc","quantile",NA,1.77940022070566
"HHS Region 5",2006-04-15,"ili perc","quantile",NA,1.25959691703371
"HHS Region 5",2006-04-22,"ili perc","quantile",NA,1.00906536219773
"HHS Region 5",2006-04-29,"ili perc","quantile",NA,0.912240784551791
"HHS Region 5",2006-05-06,"ili perc","quantile",NA,0.870771556530419
"HHS Region 5",2006-05-13,"ili perc","quantile",NA,0.79640480764199
"HHS Region 5",2006-05-20,"ili perc","quantile",NA,0.75963988592554
"HHS Region 5",2006-05-27,"ili perc","quantile",NA,0.693703571172191
"HHS Region 5",2006-06-03,"ili perc","quantile",NA,0.617758165483135
"HHS Region 5",2006-06-10,"ili perc","quantile",NA,0.58276779446062
"HHS Region 5",2006-06-17,"ili perc","quantile",NA,0.586272694546097
"HHS Region 5",2006-06-24,"ili perc","quantile",NA,0.576080903089472
"HHS Region 5",2006-07-01,"ili perc","quantile",NA,0.559138699428214
"HHS Region 5",2006-07-08,"ili perc","quantile",NA,0.554648962965929
"HHS Region 5",2006-07-15,"ili perc","quantile",NA,0.530915238762304
"HHS Region 5",2006-07-22,"ili perc","quantile",NA,0.522030106331604
"HHS Region 5",2006-07-29,"ili perc","quantile",NA,0.437212936004528
"HHS Region 5",2006-08-05,"ili perc","quantile",NA,0.512717417563122
"HHS Region 5",2006-08-12,"ili perc","quantile",NA,0.469946559971085
"HHS Region 5",2006-08-19,"ili perc","quantile",NA,0.557644443473484
"HHS Region 5",2006-08-26,"ili perc","quantile",NA,0.50145947058679
"HHS Region 5",2006-09-02,"ili perc","quantile",NA,0.55281316956851
"HHS Region 5",2006-09-09,"ili perc","quantile",NA,0.678717778160451
"HHS Region 5",2006-09-16,"ili perc","quantile",NA,0.679169400649614
"HHS Region 5",2006-09-23,"ili perc","quantile",NA,0.733594295520298
"HHS Region 5",2006-09-30,"ili perc","quantile",NA,0.558629266725773
"HHS Region 5",2006-10-07,"ili perc","quantile",NA,1.05294145203027
"HHS Region 5",2006-10-14,"ili perc","quantile",NA,1.12725158377971
"HHS Region 5",2006-10-21,"ili perc","quantile",NA,1.19444116286737
"HHS Region 5",2006-10-28,"ili perc","quantile",NA,1.22763410808968
"HHS Region 5",2006-11-04,"ili perc","quantile",NA,1.17772712359635
"HHS Region 5",2006-11-11,"ili perc","quantile",NA,1.29568747639669
"HHS Region 5",2006-11-18,"ili perc","quantile",NA,1.37961612566572
"HHS Region 5",2006-11-25,"ili perc","quantile",NA,1.43957753999192
"HHS Region 5",2006-12-02,"ili perc","quantile",NA,1.47410092541055
"HHS Region 5",2006-12-09,"ili perc","quantile",NA,1.59245236798133
"HHS Region 5",2006-12-16,"ili perc","quantile",NA,1.73686862890952
"HHS Region 5",2006-12-23,"ili perc","quantile",NA,2.17548036709641
"HHS Region 5",2006-12-30,"ili perc","quantile",NA,2.66924681706829
"HHS Region 5",2007-01-06,"ili perc","quantile",NA,2.39871080074112
"HHS Region 5",2007-01-13,"ili perc","quantile",NA,1.97274961484797
"HHS Region 5",2007-01-20,"ili perc","quantile",NA,2.15522966050316
"HHS Region 5",2007-01-27,"ili perc","quantile",NA,2.42196506247557
"HHS Region 5",2007-02-03,"ili perc","quantile",NA,3.21376413383288
"HHS Region 5",2007-02-10,"ili perc","quantile",NA,3.22325773043342
"HHS Region 5",2007-02-17,"ili perc","quantile",NA,3.35463033796127
"HHS Region 5",2007-02-24,"ili perc","quantile",NA,3.19892831110752
"HHS Region 5",2007-03-03,"ili perc","quantile",NA,2.91563979781786
"HHS Region 5",2007-03-10,"ili perc","quantile",NA,2.68712825854523
"HHS Region 5",2007-03-17,"ili perc","quantile",NA,2.76833041101504
"HHS Region 5",2007-03-24,"ili perc","quantile",NA,2.68278613869856
"HHS Region 5",2007-03-31,"ili perc","quantile",NA,1.74293312509353
"HHS Region 5",2007-04-07,"ili perc","quantile",NA,1.34890114088182
"HHS Region 5",2007-04-14,"ili perc","quantile",NA,1.26973563521043
"HHS Region 5",2007-04-21,"ili perc","quantile",NA,1.11921322858544
"HHS Region 5",2007-04-28,"ili perc","quantile",NA,1.0603811187889
"HHS Region 5",2007-05-05,"ili perc","quantile",NA,0.905078243126974
"HHS Region 5",2007-05-12,"ili perc","quantile",NA,0.82691850803067
"HHS Region 5",2007-05-19,"ili perc","quantile",NA,0.830760059401011
"HHS Region 5",2007-05-26,"ili perc","quantile",NA,0.805393361387802
"HHS Region 5",2007-06-02,"ili perc","quantile",NA,0.853646314451369
"HHS Region 5",2007-06-09,"ili perc","quantile",NA,0.63253977593697
"HHS Region 5",2007-06-16,"ili perc","quantile",NA,0.496954299708423
"HHS Region 5",2007-06-23,"ili perc","quantile",NA,0.570812119871702
"HHS Region 5",2007-06-30,"ili perc","quantile",NA,0.715133542637437
"HHS Region 5",2007-07-07,"ili perc","quantile",NA,0.479501063625102
"HHS Region 5",2007-07-14,"ili perc","quantile",NA,0.436661022855509
"HHS Region 5",2007-07-21,"ili perc","quantile",NA,0.479370794106179
"HHS Region 5",2007-07-28,"ili perc","quantile",NA,0.438965950379436
"HHS Region 5",2007-08-04,"ili perc","quantile",NA,0.322982119243536
"HHS Region 5",2007-08-11,"ili perc","quantile",NA,0.504486531866758
"HHS Region 5",2007-08-18,"ili perc","quantile",NA,0.461841101511655
"HHS Region 5",2007-08-25,"ili perc","quantile",NA,0.456872818085217
"HHS Region 5",2007-09-01,"ili perc","quantile",NA,0.538357460513522
"HHS Region 5",2007-09-08,"ili perc","quantile",NA,0.797993811755865
"HHS Region 5",2007-09-15,"ili perc","quantile",NA,0.736036141263881
"HHS Region 5",2007-09-22,"ili perc","quantile",NA,0.904515780930895
"HHS Region 5",2007-09-29,"ili perc","quantile",NA,0.868047062059702
"HHS Region 5",2007-10-06,"ili perc","quantile",NA,0.853527441700492
"HHS Region 5",2007-10-13,"ili perc","quantile",NA,1.06192281144058
"HHS Region 5",2007-10-20,"ili perc","quantile",NA,0.992093796306158
"HHS Region 5",2007-10-27,"ili perc","quantile",NA,1.16032921057797
"HHS Region 5",2007-11-03,"ili perc","quantile",NA,1.18562591901892
"HHS Region 5",2007-11-10,"ili perc","quantile",NA,1.20667897850041
"HHS Region 5",2007-11-17,"ili perc","quantile",NA,1.39073087665763
"HHS Region 5",2007-11-24,"ili perc","quantile",NA,1.41558725999744
"HHS Region 5",2007-12-01,"ili perc","quantile",NA,1.24002050460788
"HHS Region 5",2007-12-08,"ili perc","quantile",NA,1.26466790625831
"HHS Region 5",2007-12-15,"ili perc","quantile",NA,1.29716811033508
"HHS Region 5",2007-12-22,"ili perc","quantile",NA,1.66581865666625
"HHS Region 5",2007-12-29,"ili perc","quantile",NA,1.98365977767888
"HHS Region 5",2008-01-05,"ili perc","quantile",NA,2.07722986961009
"HHS Region 5",2008-01-12,"ili perc","quantile",NA,1.84041079432434
"HHS Region 5",2008-01-19,"ili perc","quantile",NA,2.56758380281751
"HHS Region 5",2008-01-26,"ili perc","quantile",NA,3.73075049939424
"HHS Region 5",2008-02-02,"ili perc","quantile",NA,4.68712363091833
"HHS Region 5",2008-02-09,"ili perc","quantile",NA,5.34771020499666
"HHS Region 5",2008-02-16,"ili perc","quantile",NA,5.51726348601983
"HHS Region 5",2008-02-23,"ili perc","quantile",NA,5.37578603697256
"HHS Region 5",2008-03-01,"ili perc","quantile",NA,4.79521458843175
"HHS Region 5",2008-03-08,"ili perc","quantile",NA,4.22162535101064
"HHS Region 5",2008-03-15,"ili perc","quantile",NA,3.60562157104828
"HHS Region 5",2008-03-22,"ili perc","quantile",NA,3.08464956522793
"HHS Region 5",2008-03-29,"ili perc","quantile",NA,2.22452765068928
"HHS Region 5",2008-04-05,"ili perc","quantile",NA,1.64184992314625
"HHS Region 5",2008-04-12,"ili perc","quantile",NA,1.26240766458276
"HHS Region 5",2008-04-19,"ili perc","quantile",NA,1.13791941671313
"HHS Region 5",2008-04-26,"ili perc","quantile",NA,0.913320099151793
"HHS Region 5",2008-05-03,"ili perc","quantile",NA,0.808578367458782
"HHS Region 5",2008-05-10,"ili perc","quantile",NA,0.661597776587766
"HHS Region 5",2008-05-17,"ili perc","quantile",NA,0.63513999279009
"HHS Region 5",2008-05-24,"ili perc","quantile",NA,0.711187021583102
"HHS Region 5",2008-05-31,"ili perc","quantile",NA,1.08517298077386
"HHS Region 5",2008-06-07,"ili perc","quantile",NA,0.688486713539606
"HHS Region 5",2008-06-14,"ili perc","quantile",NA,0.503617622285515
"HHS Region 5",2008-06-21,"ili perc","quantile",NA,0.610860976777797
"HHS Region 5",2008-06-28,"ili perc","quantile",NA,0.539020092629507
"HHS Region 5",2008-07-05,"ili perc","quantile",NA,0.444662285720489
"HHS Region 5",2008-07-12,"ili perc","quantile",NA,0.370016150576079
"HHS Region 5",2008-07-19,"ili perc","quantile",NA,0.596121899757474
"HHS Region 5",2008-07-26,"ili perc","quantile",NA,0.447740929060581
"HHS Region 5",2008-08-02,"ili perc","quantile",NA,0.523960122699017
"HHS Region 5",2008-08-09,"ili perc","quantile",NA,0.552679774693585
"HHS Region 5",2008-08-16,"ili perc","quantile",NA,0.510380529256312
"HHS Region 5",2008-08-23,"ili perc","quantile",NA,0.502758848302097
"HHS Region 5",2008-08-30,"ili perc","quantile",NA,0.54561095486289
"HHS Region 5",2008-09-06,"ili perc","quantile",NA,0.513412803580112
"HHS Region 5",2008-09-13,"ili perc","quantile",NA,0.551199895211798
"HHS Region 5",2008-09-20,"ili perc","quantile",NA,0.567864854340909
"HHS Region 5",2008-09-27,"ili perc","quantile",NA,0.642551020763326
"HHS Region 5",2008-10-04,"ili perc","quantile",NA,0.645468648458728
"HHS Region 5",2008-10-11,"ili perc","quantile",NA,0.630292611813215
"HHS Region 5",2008-10-18,"ili perc","quantile",NA,0.603090826191659
"HHS Region 5",2008-10-25,"ili perc","quantile",NA,0.686607994576512
"HHS Region 5",2008-11-01,"ili perc","quantile",NA,0.639525886070497
"HHS Region 5",2008-11-08,"ili perc","quantile",NA,0.745353573485067
"HHS Region 5",2008-11-15,"ili perc","quantile",NA,0.830781634890087
"HHS Region 5",2008-11-22,"ili perc","quantile",NA,0.805054714244852
"HHS Region 5",2008-11-29,"ili perc","quantile",NA,0.977129377855242
"HHS Region 5",2008-12-06,"ili perc","quantile",NA,0.967689272148475
"HHS Region 5",2008-12-13,"ili perc","quantile",NA,0.970485277917266
"HHS Region 5",2008-12-20,"ili perc","quantile",NA,1.09001936210546
"HHS Region 5",2008-12-27,"ili perc","quantile",NA,1.29399294100486
"HHS Region 5",2009-01-03,"ili perc","quantile",NA,1.26356109221303
"HHS Region 5",2009-01-10,"ili perc","quantile",NA,0.985655718864952
"HHS Region 5",2009-01-17,"ili perc","quantile",NA,1.01459855102145
"HHS Region 5",2009-01-24,"ili perc","quantile",NA,1.27018107661097
"HHS Region 5",2009-01-31,"ili perc","quantile",NA,1.65404221139587
"HHS Region 5",2009-02-07,"ili perc","quantile",NA,2.00195305940726
"HHS Region 5",2009-02-14,"ili perc","quantile",NA,2.25445069319392
"HHS Region 5",2009-02-21,"ili perc","quantile",NA,2.50015152350963
"HHS Region 5",2009-02-28,"ili perc","quantile",NA,2.32680260297282
"HHS Region 5",2009-03-07,"ili perc","quantile",NA,2.58860017970258
"HHS Region 5",2009-03-14,"ili perc","quantile",NA,2.19691074404018
"HHS Region 5",2009-03-21,"ili perc","quantile",NA,1.80175201436663
"HHS Region 5",2009-03-28,"ili perc","quantile",NA,1.49589656881133
"HHS Region 5",2009-04-04,"ili perc","quantile",NA,1.26833515596083
"HHS Region 5",2009-04-11,"ili perc","quantile",NA,1.11571127232516
"HHS Region 5",2009-04-18,"ili perc","quantile",NA,0.900715714587707
"HHS Region 5",2009-04-25,"ili perc","quantile",NA,0.899894579517872
"HHS Region 5",2009-05-02,"ili perc","quantile",NA,1.72921259702863
"HHS Region 5",2009-05-09,"ili perc","quantile",NA,1.59683258755757
"HHS Region 5",2009-05-16,"ili perc","quantile",NA,1.3172906900802
"HHS Region 5",2009-05-23,"ili perc","quantile",NA,1.37400243652637
"HHS Region 5",2009-05-30,"ili perc","quantile",NA,1.29808862870217
"HHS Region 5",2009-06-06,"ili perc","quantile",NA,1.24067497214577
"HHS Region 5",2009-06-13,"ili perc","quantile",NA,1.27441113806768
"HHS Region 5",2009-06-20,"ili perc","quantile",NA,1.2508509722687
"HHS Region 5",2009-06-27,"ili perc","quantile",NA,0.93313529974489
"HHS Region 5",2009-07-04,"ili perc","quantile",NA,0.749516141901164
"HHS Region 5",2009-07-11,"ili perc","quantile",NA,0.71215056136553
"HHS Region 5",2009-07-18,"ili perc","quantile",NA,0.674695795951668
"HHS Region 5",2009-07-25,"ili perc","quantile",NA,0.655219839584224
"HHS Region 5",2009-08-01,"ili perc","quantile",NA,0.638032238452745
"HHS Region 5",2009-08-08,"ili perc","quantile",NA,0.682690033964848
"HHS Region 5",2009-08-15,"ili perc","quantile",NA,0.693278529612231
"HHS Region 5",2009-08-22,"ili perc","quantile",NA,0.625926893928968
"HHS Region 5",2009-08-29,"ili perc","quantile",NA,0.825208006998246
"HHS Region 5",2009-09-05,"ili perc","quantile",NA,1.80432835071759
"HHS Region 5",2009-09-12,"ili perc","quantile",NA,2.39904001373165
"HHS Region 5",2009-09-19,"ili perc","quantile",NA,2.36772600655028
"HHS Region 5",2009-09-26,"ili perc","quantile",NA,2.27010957616567
"HHS Region 5",2009-10-03,"ili perc","quantile",NA,2.44232052996509
"HHS Region 5",2009-10-10,"ili perc","quantile",NA,4.04076136636916
"HHS Region 5",2009-10-17,"ili perc","quantile",NA,5.93343519831269
"HHS Region 5",2009-10-24,"ili perc","quantile",NA,9.0680835708376
"HHS Region 5",2009-10-31,"ili perc","quantile",NA,8.83227465322971
"HHS Region 5",2009-11-07,"ili perc","quantile",NA,7.53862808075062
"HHS Region 5",2009-11-14,"ili perc","quantile",NA,5.35622320851619
"HHS Region 5",2009-11-21,"ili perc","quantile",NA,3.63265253786159
"HHS Region 5",2009-11-28,"ili perc","quantile",NA,2.66576176128699
"HHS Region 5",2009-12-05,"ili perc","quantile",NA,1.86559025584466
"HHS Region 5",2009-12-12,"ili perc","quantile",NA,1.84812825902858
"HHS Region 5",2009-12-19,"ili perc","quantile",NA,1.47727199741622
"HHS Region 5",2009-12-26,"ili perc","quantile",NA,1.84524718830549
"HHS Region 5",2010-01-02,"ili perc","quantile",NA,1.9116101723529
"HHS Region 5",2010-01-09,"ili perc","quantile",NA,1.33326835520245
"HHS Region 5",2010-01-16,"ili perc","quantile",NA,1.19420495201029
"HHS Region 5",2010-01-23,"ili perc","quantile",NA,1.24081948632142
"HHS Region 5",2010-01-30,"ili perc","quantile",NA,1.2124394659813
"HHS Region 5",2010-02-06,"ili perc","quantile",NA,1.34787793626527
"HHS Region 5",2010-02-13,"ili perc","quantile",NA,1.42853459752338
"HHS Region 5",2010-02-20,"ili perc","quantile",NA,1.29887925906644
"HHS Region 5",2010-02-27,"ili perc","quantile",NA,1.11028474095098
"HHS Region 5",2010-03-06,"ili perc","quantile",NA,1.04203263904246
"HHS Region 5",2010-03-13,"ili perc","quantile",NA,0.901400667254109
"HHS Region 5",2010-03-20,"ili perc","quantile",NA,0.902605526392665
"HHS Region 5",2010-03-27,"ili perc","quantile",NA,0.827048049780466
"HHS Region 5",2010-04-03,"ili perc","quantile",NA,0.763555498462462
"HHS Region 5",2010-04-10,"ili perc","quantile",NA,0.674450708900679
"HHS Region 5",2010-04-17,"ili perc","quantile",NA,0.650239103044244
"HHS Region 5",2010-04-24,"ili perc","quantile",NA,0.56909325355035
"HHS Region 5",2010-05-01,"ili perc","quantile",NA,0.592188151371015
"HHS Region 5",2010-05-08,"ili perc","quantile",NA,0.588033840721198
"HHS Region 5",2010-05-15,"ili perc","quantile",NA,0.565158260397861
"HHS Region 5",2010-05-22,"ili perc","quantile",NA,0.65766630552834
"HHS Region 5",2010-05-29,"ili perc","quantile",NA,0.597874373443261
"HHS Region 5",2010-06-05,"ili perc","quantile",NA,0.69485218279788
"HHS Region 5",2010-06-12,"ili perc","quantile",NA,0.625239082567465
"HHS Region 5",2010-06-19,"ili perc","quantile",NA,0.685234735908609
"HHS Region 5",2010-06-26,"ili perc","quantile",NA,0.635145149737863
"HHS Region 5",2010-07-03,"ili perc","quantile",NA,0.526274807039542
"HHS Region 5",2010-07-10,"ili perc","quantile",NA,0.649489978001268
"HHS Region 5",2010-07-17,"ili perc","quantile",NA,0.58488415530776
"HHS Region 5",2010-07-24,"ili perc","quantile",NA,0.515754194389757
"HHS Region 5",2010-07-31,"ili perc","quantile",NA,0.475209813688523
"HHS Region 5",2010-08-07,"ili perc","quantile",NA,0.469681422783317
"HHS Region 5",2010-08-14,"ili perc","quantile",NA,0.584901755250074
"HHS Region 5",2010-08-21,"ili perc","quantile",NA,0.613539403277944
"HHS Region 5",2010-08-28,"ili perc","quantile",NA,0.54199671927443
"HHS Region 5",2010-09-04,"ili perc","quantile",NA,0.550613867527767
"HHS Region 5",2010-09-11,"ili perc","quantile",NA,0.658988963366379
"HHS Region 5",2010-09-18,"ili perc","quantile",NA,0.733305742347509
"HHS Region 5",2010-09-25,"ili perc","quantile",NA,0.710295461183311
"HHS Region 5",2010-10-02,"ili perc","quantile",NA,0.613512764491082
"HHS Region 5",2010-10-09,"ili perc","quantile",NA,0.673682
"HHS Region 5",2010-10-16,"ili perc","quantile",NA,0.754806
"HHS Region 5",2010-10-23,"ili perc","quantile",NA,0.863591
"HHS Region 5",2010-10-30,"ili perc","quantile",NA,0.861809
"HHS Region 5",2010-11-06,"ili perc","quantile",NA,1.02943
"HHS Region 5",2010-11-13,"ili perc","quantile",NA,0.948068
"HHS Region 5",2010-11-20,"ili perc","quantile",NA,0.948368
"HHS Region 5",2010-11-27,"ili perc","quantile",NA,1.03662
"HHS Region 5",2010-12-04,"ili perc","quantile",NA,0.926949
"HHS Region 5",2010-12-11,"ili perc","quantile",NA,0.964041
"HHS Region 5",2010-12-18,"ili perc","quantile",NA,1.06663
"HHS Region 5",2010-12-25,"ili perc","quantile",NA,1.38365
"HHS Region 5",2011-01-01,"ili perc","quantile",NA,1.69891
"HHS Region 5",2011-01-08,"ili perc","quantile",NA,1.52658
"HHS Region 5",2011-01-15,"ili perc","quantile",NA,1.73968
"HHS Region 5",2011-01-22,"ili perc","quantile",NA,2.44083
"HHS Region 5",2011-01-29,"ili perc","quantile",NA,3.33709
"HHS Region 5",2011-02-05,"ili perc","quantile",NA,3.78044
"HHS Region 5",2011-02-12,"ili perc","quantile",NA,3.3294
"HHS Region 5",2011-02-19,"ili perc","quantile",NA,3.31857
"HHS Region 5",2011-02-26,"ili perc","quantile",NA,3.13872
"HHS Region 5",2011-03-05,"ili perc","quantile",NA,2.85753
"HHS Region 5",2011-03-12,"ili perc","quantile",NA,2.51636
"HHS Region 5",2011-03-19,"ili perc","quantile",NA,2.40202
"HHS Region 5",2011-03-26,"ili perc","quantile",NA,1.61533
"HHS Region 5",2011-04-02,"ili perc","quantile",NA,1.52675
"HHS Region 5",2011-04-09,"ili perc","quantile",NA,1.2669
"HHS Region 5",2011-04-16,"ili perc","quantile",NA,0.902013
"HHS Region 5",2011-04-23,"ili perc","quantile",NA,0.853615
"HHS Region 5",2011-04-30,"ili perc","quantile",NA,0.774965
"HHS Region 5",2011-05-07,"ili perc","quantile",NA,0.751988
"HHS Region 5",2011-05-14,"ili perc","quantile",NA,0.764519
"HHS Region 5",2011-05-21,"ili perc","quantile",NA,0.767403
"HHS Region 5",2011-05-28,"ili perc","quantile",NA,0.636552
"HHS Region 5",2011-06-04,"ili perc","quantile",NA,0.821782
"HHS Region 5",2011-06-11,"ili perc","quantile",NA,0.584781
"HHS Region 5",2011-06-18,"ili perc","quantile",NA,0.50683
"HHS Region 5",2011-06-25,"ili perc","quantile",NA,0.539359
"HHS Region 5",2011-07-02,"ili perc","quantile",NA,0.636735
"HHS Region 5",2011-07-09,"ili perc","quantile",NA,0.739607
"HHS Region 5",2011-07-16,"ili perc","quantile",NA,0.401721
"HHS Region 5",2011-07-23,"ili perc","quantile",NA,0.482063
"HHS Region 5",2011-07-30,"ili perc","quantile",NA,0.440356
"HHS Region 5",2011-08-06,"ili perc","quantile",NA,0.580668
"HHS Region 5",2011-08-13,"ili perc","quantile",NA,0.460299
"HHS Region 5",2011-08-20,"ili perc","quantile",NA,0.518811
"HHS Region 5",2011-08-27,"ili perc","quantile",NA,0.55474
"HHS Region 5",2011-09-03,"ili perc","quantile",NA,0.623698
